STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
MOM00060230,"MENARA, MO",2012-03-10,,65,83,
MOM00060230,"MENARA, MO",2012-03-11,0,63,,45
MOM00060230,"MENARA, MO",2012-03-12,0,64,,
MOM00060230,"MENARA, MO",2012-03-13,0,67,83,
MOM00060230,"MENARA, MO",2012-03-14,0,65,,51
MOM00060230,"MENARA, MO",2012-03-15,,62,,
MOM00060230,"MENARA, MO",2012-03-16,,65,,
MOM00060230,"MENARA, MO",2012-03-17,0,69,83,47
MOM00060230,"MENARA, MO",2012-03-18,0,66,,54
MOM00060230,"MENARA, MO",2012-03-19,0,64,79,
MOM00060230,"MENARA, MO",2012-03-20,0,65,78,
MOM00060230,"MENARA, MO",2012-03-21,0,65,79,
MOM00060230,"MENARA, MO",2012-03-22,0,69,,
MOM00060230,"MENARA, MO",2012-03-23,0,73,85,
MOM00060230,"MENARA, MO",2012-03-24,0,72,87,
MOM00060230,"MENARA, MO",2012-03-25,0.03,70,87,57
MOM00060230,"MENARA, MO",2012-03-26,0.04,75,90,57
MOM00060230,"MENARA, MO",2012-03-27,0,77,94,60
MOM00060230,"MENARA, MO",2012-03-28,0,76,92,60
MOM00060230,"MENARA, MO",2012-03-29,0.28,64,75,
MOM00060230,"MENARA, MO",2012-03-30,0,61,69,
MOM00060230,"MENARA, MO",2012-03-31,0,61,,54
MOM00060230,"MENARA, MO",2012-04-01,0,60,69,
MOM00060230,"MENARA, MO",2012-04-02,0,59,69,
MOM00060230,"MENARA, MO",2012-04-03,0,57,67,
MOM00060230,"MENARA, MO",2012-04-04,0.59,56,,
MOM00060230,"MENARA, MO",2012-04-05,0,57,,
MOM00060230,"MENARA, MO",2012-04-06,0,57,66,50
MOM00060230,"MENARA, MO",2012-04-07,0,58,71,46
MOM00060230,"MENARA, MO",2012-04-08,0,65,82,48
MOM00060230,"MENARA, MO",2012-04-09,0,68,85,
MOM00060230,"MENARA, MO",2012-04-10,0,64,75,54
MOM00060230,"MENARA, MO",2012-04-11,0,64,72,
MOM00060230,"MENARA, MO",2012-04-12,0.55,55,71,50
MOM00060230,"MENARA, MO",2012-04-13,0.55,58,67,51
MOM00060230,"MENARA, MO",2012-04-14,0,59,,48
MOM00060230,"MENARA, MO",2012-04-15,0,58,70,52
MOM00060230,"MENARA, MO",2012-04-16,0.04,58,67,50
MOM00060230,"MENARA, MO",2012-04-17,0,60,,48
MOM00060230,"MENARA, MO",2012-04-18,0,66,,48
MOM00060230,"MENARA, MO",2012-04-19,,58,,
MOM00060230,"MENARA, MO",2012-04-20,0,65,77,51
MOM00060230,"MENARA, MO",2012-04-21,,66,79,
MOM00060230,"MENARA, MO",2012-04-22,0,65,,53
MOM00060230,"MENARA, MO",2012-04-23,0,66,80,53
MOM00060230,"MENARA, MO",2012-04-24,0,68,81,53
MOM00060230,"MENARA, MO",2012-04-25,0,67,,53
MOM00060230,"MENARA, MO",2012-04-26,0,63,79,51
MOM00060230,"MENARA, MO",2012-04-27,0,62,74,51
MOM00060230,"MENARA, MO",2012-04-28,0.12,58,,49
MOM00060230,"MENARA, MO",2012-04-29,0.12,60,68,51
MOM00060230,"MENARA, MO",2012-04-30,0,60,70,52
MOM00060230,"MENARA, MO",2012-05-01,0,61,71,51
MOM00060230,"MENARA, MO",2012-05-02,0,61,74,48
MOM00060230,"MENARA, MO",2012-05-03,0,64,,49
MOM00060230,"MENARA, MO",2012-05-04,,66,,59
MOM00060230,"MENARA, MO",2012-05-05,0,66,80,53
MOM00060230,"MENARA, MO",2012-05-06,0,69,,56
MOM00060230,"MENARA, MO",2012-05-07,0,74,88,56
MOM00060230,"MENARA, MO",2012-05-08,0,77,92,
MOM00060230,"MENARA, MO",2012-05-09,,88,,
MOM00060230,"MENARA, MO",2012-05-10,,90,,
MOM00060230,"MENARA, MO",2012-05-11,0,88,,72
MOM00060230,"MENARA, MO",2012-05-12,0,89,104,71
MOM00060230,"MENARA, MO",2012-05-13,0,90,105,72
MOM00060230,"MENARA, MO",2012-05-14,0,91,,71
MOM00060230,"MENARA, MO",2012-05-15,0,88,104,71
MOM00060230,"MENARA, MO",2012-05-16,0,90,105,69
MOM00060230,"MENARA, MO",2012-05-17,0,89,,70
MOM00060230,"MENARA, MO",2012-05-18,0,75,88,
MOM00060230,"MENARA, MO",2012-05-19,,68,81,
MOM00060230,"MENARA, MO",2012-05-20,0,65,,59
MOM00060230,"MENARA, MO",2012-05-21,0,67,81,57
MOM00060230,"MENARA, MO",2012-05-22,0,73,89,57
MOM00060230,"MENARA, MO",2012-05-23,0,81,96,60
MOM00060230,"MENARA, MO",2012-05-24,0,82,99,
MOM00060230,"MENARA, MO",2012-05-25,0,73,93,61
MOM00060230,"MENARA, MO",2012-05-26,0,71,85,61
MOM00060230,"MENARA, MO",2012-05-27,0,73,,60
MOM00060230,"MENARA, MO",2012-05-28,0,75,90,59
MOM00060230,"MENARA, MO",2012-05-29,0,76,,60
MOM00060230,"MENARA, MO",2012-05-30,0,76,92,62
MOM00060230,"MENARA, MO",2012-05-31,0,72,90,61
MOM00060230,"MENARA, MO",2012-06-01,0,71,,60
MOM00060230,"MENARA, MO",2012-06-02,0,74,89,60
MOM00060230,"MENARA, MO",2012-06-03,0,78,93,61
MOM00060230,"MENARA, MO",2012-06-04,0,80,98,64
MOM00060230,"MENARA, MO",2012-06-05,0,81,,65
MOM00060230,"MENARA, MO",2012-06-06,0,83,99,66
MOM00060230,"MENARA, MO",2012-06-07,0,76,90,64
MOM00060230,"MENARA, MO",2012-06-08,0,74,87,63
MOM00060230,"MENARA, MO",2012-06-09,0,76,,62
MOM00060230,"MENARA, MO",2012-06-10,0,79,97,61
MOM00060230,"MENARA, MO",2012-06-11,0,80,,62
MOM00060230,"MENARA, MO",2012-06-12,,75,,
MOM00060230,"MENARA, MO",2012-06-13,,74,,
MOM00060230,"MENARA, MO",2012-06-14,0,76,90,61
MOM00060230,"MENARA, MO",2012-06-15,0,77,94,61
MOM00060230,"MENARA, MO",2012-06-16,0,80,,61
MOM00060230,"MENARA, MO",2012-06-17,,80,94,67
MOM00060230,"MENARA, MO",2012-06-18,0,80,95,68
MOM00060230,"MENARA, MO",2012-06-19,0,78,94,62
MOM00060230,"MENARA, MO",2012-06-20,0,81,,
MOM00060230,"MENARA, MO",2012-06-21,0,82,100,64
MOM00060230,"MENARA, MO",2012-06-22,0,83,,65
MOM00060230,"MENARA, MO",2012-06-23,0,88,110,66
MOM00060230,"MENARA, MO",2012-06-24,0,98,115,68
MOM00060230,"MENARA, MO",2012-06-25,0,98,114,84
MOM00060230,"MENARA, MO",2012-06-26,0,98,116,84
MOM00060230,"MENARA, MO",2012-06-27,0,99,114,83
MOM00060230,"MENARA, MO",2012-06-28,0,95,112,80
MOM00060230,"MENARA, MO",2012-06-29,0,87,103,71
MOM00060230,"MENARA, MO",2012-06-30,0,81,97,69
MOM00060230,"MENARA, MO",2012-07-01,0,78,,63
MOM00060230,"MENARA, MO",2012-07-02,0,83,102,64
MOM00060230,"MENARA, MO",2012-07-03,0,94,112,65
MOM00060230,"MENARA, MO",2012-07-04,0,89,107,74
MOM00060230,"MENARA, MO",2012-07-05,0,82,102,67
MOM00060230,"MENARA, MO",2012-07-06,0,82,101,64
MOM00060230,"MENARA, MO",2012-07-07,0,83,99,64
MOM00060230,"MENARA, MO",2012-07-08,0.02,82,95,67
MOM00060230,"MENARA, MO",2012-07-09,0,83,99,67
MOM00060230,"MENARA, MO",2012-07-10,0,81,99,64
MOM00060230,"MENARA, MO",2012-07-11,,82,100,
MOM00060230,"MENARA, MO",2012-07-12,0,85,101,69
MOM00060230,"MENARA, MO",2012-07-13,0,93,,
MOM00060230,"MENARA, MO",2012-07-14,0,88,112,69
MOM00060230,"MENARA, MO",2012-07-15,0,93,,70
MOM00060230,"MENARA, MO",2012-07-16,0,99,,76
MOM00060230,"MENARA, MO",2012-07-17,0,102,121,85
MOM00060230,"MENARA, MO",2012-07-18,0,103,118,85
MOM00060230,"MENARA, MO",2012-07-19,0,92,110,75
MOM00060230,"MENARA, MO",2012-07-20,0,94,112,74
MOM00060230,"MENARA, MO",2012-07-21,0,98,115,78
MOM00060230,"MENARA, MO",2012-07-22,0,95,113,78
MOM00060230,"MENARA, MO",2012-07-23,0,86,104,67
MOM00060230,"MENARA, MO",2012-07-24,0,82,101,64
MOM00060230,"MENARA, MO",2012-07-25,0,77,96,63
MOM00060230,"MENARA, MO",2012-07-26,0,75,91,
MOM00060230,"MENARA, MO",2012-07-27,0,77,92,63
MOM00060230,"MENARA, MO",2012-07-28,0,80,95,63
MOM00060230,"MENARA, MO",2012-07-29,0,89,104,64
MOM00060230,"MENARA, MO",2012-07-30,0,91,106,69
MOM00060230,"MENARA, MO",2012-07-31,0,96,119,69
MOM00060230,"MENARA, MO",2012-08-01,0,93,117,76
MOM00060230,"MENARA, MO",2012-08-02,0,97,119,76
MOM00060230,"MENARA, MO",2012-08-03,0,98,119,78
MOM00060230,"MENARA, MO",2012-08-04,0,92,109,78
MOM00060230,"MENARA, MO",2012-08-05,0,81,100,
MOM00060230,"MENARA, MO",2012-08-06,0,80,97,66
MOM00060230,"MENARA, MO",2012-08-07,0,81,99,64
MOM00060230,"MENARA, MO",2012-08-08,0,85,104,64
MOM00060230,"MENARA, MO",2012-08-09,0,94,116,72
MOM00060230,"MENARA, MO",2012-08-10,0,98,116,72
MOM00060230,"MENARA, MO",2012-08-11,0,96,116,
MOM00060230,"MENARA, MO",2012-08-12,0,96,113,77
MOM00060230,"MENARA, MO",2012-08-13,0,89,107,
MOM00060230,"MENARA, MO",2012-08-14,0,84,103,67
MOM00060230,"MENARA, MO",2012-08-15,0,86,105,
MOM00060230,"MENARA, MO",2012-08-16,0,88,107,
MOM00060230,"MENARA, MO",2012-08-17,0,84,100,70
MOM00060230,"MENARA, MO",2012-08-18,0,90,103,71
MOM00060230,"MENARA, MO",2012-08-19,0,94,112,77
MOM00060230,"MENARA, MO",2012-08-20,0,98,117,79
MOM00060230,"MENARA, MO",2012-08-21,0,101,116,88
MOM00060230,"MENARA, MO",2012-08-22,0,96,,
MOM00060230,"MENARA, MO",2012-08-23,0,93,,77
MOM00060230,"MENARA, MO",2012-08-24,0,88,106,73
MOM00060230,"MENARA, MO",2012-08-25,0,89,107,71
MOM00060230,"MENARA, MO",2012-08-26,0,90,109,72
MOM00060230,"MENARA, MO",2012-08-27,0,90,111,72
MOM00060230,"MENARA, MO",2012-08-28,0,87,107,
MOM00060230,"MENARA, MO",2012-08-29,0,87,107,71
MOM00060230,"MENARA, MO",2012-08-30,0,84,,
MOM00060230,"MENARA, MO",2012-08-31,0,85,103,65
MOM00060230,"MENARA, MO",2012-09-01,0,89,,65
MOM00060230,"MENARA, MO",2012-09-02,0,90,105,72
MOM00060230,"MENARA, MO",2012-09-03,0,85,101,67
MOM00060230,"MENARA, MO",2012-09-04,0,78,97,
MOM00060230,"MENARA, MO",2012-09-05,0,76,92,63
MOM00060230,"MENARA, MO",2012-09-06,0,76,90,63
MOM00060230,"MENARA, MO",2012-09-07,0,79,,
MOM00060230,"MENARA, MO",2012-09-08,0,79,94,65
MOM00060230,"MENARA, MO",2012-09-09,0,76,91,62
MOM00060230,"MENARA, MO",2012-09-10,0,78,92,64
MOM00060230,"MENARA, MO",2012-09-11,0,80,95,63
MOM00060230,"MENARA, MO",2012-09-12,,81,,66
MOM00060230,"MENARA, MO",2012-09-13,0,83,99,66
MOM00060230,"MENARA, MO",2012-09-14,0,84,101,66
MOM00060230,"MENARA, MO",2012-09-15,0,83,,67
MOM00060230,"MENARA, MO",2012-09-16,0,84,101,66
MOM00060230,"MENARA, MO",2012-09-17,0,87,104,
MOM00060230,"MENARA, MO",2012-09-18,0,80,96,
MOM00060230,"MENARA, MO",2012-09-19,0,78,92,66
MOM00060230,"MENARA, MO",2012-09-20,0,78,93,67
MOM00060230,"MENARA, MO",2012-09-21,0,81,98,66
MOM00060230,"MENARA, MO",2012-09-22,0,86,103,67
MOM00060230,"MENARA, MO",2012-09-23,0,84,101,67
MOM00060230,"MENARA, MO",2012-09-24,0.08,72,86,68
MOM00060230,"MENARA, MO",2012-09-25,0.2,76,,64
MOM00060230,"MENARA, MO",2012-09-26,0,76,88,64
MOM00060230,"MENARA, MO",2012-09-27,0,69,82,
MOM00060230,"MENARA, MO",2012-09-28,0.63,65,73,59
MOM00060230,"MENARA, MO",2012-09-29,0,67,78,59
MOM00060230,"MENARA, MO",2012-09-30,0,70,81,
MOM00060230,"MENARA, MO",2012-10-01,0,74,89,
MOM00060230,"MENARA, MO",2012-10-02,0,79,95,61
MOM00060230,"MENARA, MO",2012-10-03,0,75,,62
MOM00060230,"MENARA, MO",2012-10-04,0,69,87,64
MOM00060230,"MENARA, MO",2012-10-05,0,75,87,65
MOM00060230,"MENARA, MO",2012-10-06,0,80,95,65
MOM00060230,"MENARA, MO",2012-10-07,0,82,97,66
MOM00060230,"MENARA, MO",2012-10-08,0,82,101,
MOM00060230,"MENARA, MO",2012-10-09,0,85,101,
MOM00060230,"MENARA, MO",2012-10-10,0,84,98,
MOM00060230,"MENARA, MO",2012-10-11,0,77,90,65
MOM00060230,"MENARA, MO",2012-10-12,0,74,85,
MOM00060230,"MENARA, MO",2012-10-13,0,72,81,
MOM00060230,"MENARA, MO",2012-10-14,0,69,79,59
MOM00060230,"MENARA, MO",2012-10-15,0,71,,
MOM00060230,"MENARA, MO",2012-10-16,0,74,90,
MOM00060230,"MENARA, MO",2012-10-17,0,74,86,65
MOM00060230,"MENARA, MO",2012-10-18,0,65,,
MOM00060230,"MENARA, MO",2012-10-19,,60,68,
MOM00060230,"MENARA, MO",2012-10-20,0.04,61,,
MOM00060230,"MENARA, MO",2012-10-21,0,64,,52
MOM00060230,"MENARA, MO",2012-10-22,0,70,84,51
MOM00060230,"MENARA, MO",2012-10-23,0,78,94,54
MOM00060230,"MENARA, MO",2012-10-24,0,74,87,
MOM00060230,"MENARA, MO",2012-10-25,0,70,79,62
MOM00060230,"MENARA, MO",2012-10-26,0,68,77,62
MOM00060230,"MENARA, MO",2012-10-27,0,65,,
MOM00060230,"MENARA, MO",2012-10-28,0,65,,56
MOM00060230,"MENARA, MO",2012-10-29,0.02,66,,56
MOM00060230,"MENARA, MO",2012-10-30,0.02,67,74,61
MOM00060230,"MENARA, MO",2012-10-31,0.98,69,74,63
MOM00060230,"MENARA, MO",2012-11-01,0.59,70,,63
MOM00060230,"MENARA, MO",2012-11-02,0,72,81,
MOM00060230,"MENARA, MO",2012-11-03,0,76,86,64
MOM00060230,"MENARA, MO",2012-11-04,0,76,,66
MOM00060230,"MENARA, MO",2012-11-05,0,75,,66
MOM00060230,"MENARA, MO",2012-11-06,0.12,71,,
MOM00060230,"MENARA, MO",2012-11-07,0,69,,64
MOM00060230,"MENARA, MO",2012-11-08,0.02,64,73,
MOM00060230,"MENARA, MO",2012-11-09,0.31,62,67,
MOM00060230,"MENARA, MO",2012-11-10,0.04,60,67,
MOM00060230,"MENARA, MO",2012-11-11,0,57,65,51
MOM00060230,"MENARA, MO",2012-11-12,0.2,55,,48
MOM00060230,"MENARA, MO",2012-11-13,0,56,,44
MOM00060230,"MENARA, MO",2012-11-14,0,59,73,46
MOM00060230,"MENARA, MO",2012-11-15,0,60,69,47
MOM00060230,"MENARA, MO",2012-11-16,0,63,71,50
MOM00060230,"MENARA, MO",2012-11-17,0,60,69,
MOM00060230,"MENARA, MO",2012-11-18,0.12,58,65,
MOM00060230,"MENARA, MO",2012-11-19,0.39,57,66,
MOM00060230,"MENARA, MO",2012-11-20,0,57,69,
MOM00060230,"MENARA, MO",2012-11-21,0,62,,46
MOM00060230,"MENARA, MO",2012-11-22,0,62,,50
MOM00060230,"MENARA, MO",2012-11-23,0,63,80,
MOM00060230,"MENARA, MO",2012-11-24,0,63,76,49
MOM00060230,"MENARA, MO",2012-11-25,0,65,75,50
MOM00060230,"MENARA, MO",2012-11-26,0,63,76,49
MOM00060230,"MENARA, MO",2012-11-27,0,57,67,
MOM00060230,"MENARA, MO",2012-11-28,0.01,55,,
MOM00060230,"MENARA, MO",2012-11-29,0,55,63,44
MOM00060230,"MENARA, MO",2012-11-30,0,52,63,
MOM00060230,"MENARA, MO",2012-12-01,0.43,50,,45
MOM00060230,"MENARA, MO",2012-12-02,0.04,48,,
MOM00060230,"MENARA, MO",2012-12-03,0,47,60,
MOM00060230,"MENARA, MO",2012-12-04,0,47,,
MOM00060230,"MENARA, MO",2012-12-05,0,51,65,36
MOM00060230,"MENARA, MO",2012-12-06,0,51,65,37
MOM00060230,"MENARA, MO",2012-12-07,0,55,,39
MOM00060230,"MENARA, MO",2012-12-08,0,58,65,52
MOM00060230,"MENARA, MO",2012-12-09,0.02,56,68,
MOM00060230,"MENARA, MO",2012-12-10,0,58,,44
MOM00060230,"MENARA, MO",2012-12-11,0,58,,46
MOM00060230,"MENARA, MO",2012-12-12,0,55,71,
MOM00060230,"MENARA, MO",2012-12-13,0,53,65,
MOM00060230,"MENARA, MO",2012-12-14,0,54,67,
MOM00060230,"MENARA, MO",2012-12-15,,57,70,
MOM00060230,"MENARA, MO",2012-12-16,0,56,72,43
MOM00060230,"MENARA, MO",2012-12-17,0,57,74,43
MOM00060230,"MENARA, MO",2012-12-18,0,57,,
MOM00060230,"MENARA, MO",2012-12-19,0,58,,41
MOM00060230,"MENARA, MO",2012-12-20,0,58,72,43
MOM00060230,"MENARA, MO",2012-12-21,0,57,,
MOM00060230,"MENARA, MO",2012-12-22,0,59,79,41
MOM00060230,"MENARA, MO",2012-12-23,0,60,82,
MOM00060230,"MENARA, MO",2012-12-24,0,61,,44
MOM00060230,"MENARA, MO",2012-12-25,0,58,71,45
MOM00060230,"MENARA, MO",2012-12-26,0,57,64,
MOM00060230,"MENARA, MO",2012-12-27,0,53,,42
MOM00060230,"MENARA, MO",2012-12-28,0,55,,
MOM00060230,"MENARA, MO",2012-12-29,0,53,,38
MOM00060230,"MENARA, MO",2012-12-30,0,52,67,
MOM00060230,"MENARA, MO",2012-12-31,0,50,65,37
MOM00060230,"MENARA, MO",2013-01-01,0,52,64,37
MOM00060230,"MENARA, MO",2013-01-02,0,53,67,
MOM00060230,"MENARA, MO",2013-01-03,0,53,68,
MOM00060230,"MENARA, MO",2013-01-04,,56,,
MOM00060230,"MENARA, MO",2013-01-05,0,54,70,
MOM00060230,"MENARA, MO",2013-01-06,0,53,,
MOM00060230,"MENARA, MO",2013-01-07,0,52,68,
MOM00060230,"MENARA, MO",2013-01-08,0,52,71,37
MOM00060230,"MENARA, MO",2013-01-09,0,54,72,36
MOM00060230,"MENARA, MO",2013-01-10,0,54,,
MOM00060230,"MENARA, MO",2013-01-11,0,53,72,
MOM00060230,"MENARA, MO",2013-01-12,0,53,71,
MOM00060230,"MENARA, MO",2013-01-13,0,52,65,
MOM00060230,"MENARA, MO",2013-01-14,0,53,63,36
MOM00060230,"MENARA, MO",2013-01-15,0,49,65,
MOM00060230,"MENARA, MO",2013-01-16,0,49,66,34
MOM00060230,"MENARA, MO",2013-01-17,0,51,65,
MOM00060230,"MENARA, MO",2013-01-18,0,55,,37
MOM00060230,"MENARA, MO",2013-01-19,0,55,68,41
MOM00060230,"MENARA, MO",2013-01-20,0.31,54,66,
MOM00060230,"MENARA, MO",2013-01-21,0,57,71,43
MOM00060230,"MENARA, MO",2013-01-22,0.01,53,64,
MOM00060230,"MENARA, MO",2013-01-23,0,52,65,
MOM00060230,"MENARA, MO",2013-01-24,0,54,,
MOM00060230,"MENARA, MO",2013-01-25,0,55,,38
MOM00060230,"MENARA, MO",2013-01-26,0,59,72,44
MOM00060230,"MENARA, MO",2013-01-27,0,57,,
MOM00060230,"MENARA, MO",2013-01-28,0,60,,
MOM00060230,"MENARA, MO",2013-01-29,0,64,85,
MOM00060230,"MENARA, MO",2013-01-30,0,63,86,42
MOM00060230,"MENARA, MO",2013-01-31,0,63,84,45
MOM00060230,"MENARA, MO",2013-02-01,0,65,83,
MOM00060230,"MENARA, MO",2013-02-02,0,59,75,42
MOM00060230,"MENARA, MO",2013-02-03,0,58,69,45
MOM00060230,"MENARA, MO",2013-02-04,0,57,75,38
MOM00060230,"MENARA, MO",2013-02-05,0,58,,38
MOM00060230,"MENARA, MO",2013-02-06,,56,,
MOM00060230,"MENARA, MO",2013-02-07,0,53,,
MOM00060230,"MENARA, MO",2013-02-08,0,53,70,
MOM00060230,"MENARA, MO",2013-02-09,0,56,71,38
MOM00060230,"MENARA, MO",2013-02-10,0,56,76,37
MOM00060230,"MENARA, MO",2013-02-11,0,56,70,38
MOM00060230,"MENARA, MO",2013-02-12,0,57,,42
MOM00060230,"MENARA, MO",2013-02-13,0,58,74,44
MOM00060230,"MENARA, MO",2013-02-14,0,64,,
MOM00060230,"MENARA, MO",2013-02-15,0,64,81,
MOM00060230,"MENARA, MO",2013-02-16,0,63,82,44
MOM00060230,"MENARA, MO",2013-02-17,0,63,80,43
MOM00060230,"MENARA, MO",2013-02-18,0,58,73,47
MOM00060230,"MENARA, MO",2013-02-19,0.02,52,58,48
MOM00060230,"MENARA, MO",2013-02-20,0.51,53,66,42
MOM00060230,"MENARA, MO",2013-02-21,0,56,71,43
MOM00060230,"MENARA, MO",2013-02-22,0,60,72,
MOM00060230,"MENARA, MO",2013-02-23,0.02,58,70,52
MOM00060230,"MENARA, MO",2013-02-24,0,57,70,
MOM00060230,"MENARA, MO",2013-02-25,,57,75,
MOM00060230,"MENARA, MO",2013-02-26,0,61,81,41
MOM00060230,"MENARA, MO",2013-02-27,0,56,72,
MOM00060230,"MENARA, MO",2013-02-28,0,55,64,
MOM00060230,"MENARA, MO",2013-03-01,0,55,72,
MOM00060230,"MENARA, MO",2013-03-02,0,57,70,39
MOM00060230,"MENARA, MO",2013-03-03,0,61,76,46
MOM00060230,"MENARA, MO",2013-03-04,0.24,59,69,46
MOM00060230,"MENARA, MO",2013-03-05,0,59,68,
MOM00060230,"MENARA, MO",2013-03-06,0.03,63,74,52
MOM00060230,"MENARA, MO",2013-03-07,0,65,79,53
MOM00060230,"MENARA, MO",2013-03-08,0,65,78,53
MOM00060230,"MENARA, MO",2013-03-09,0,65,75,
MOM00060230,"MENARA, MO",2013-03-10,0,60,72,
MOM00060230,"MENARA, MO",2013-03-11,0,59,72,48
MOM00060230,"MENARA, MO",2013-03-12,0,59,74,45
MOM00060230,"MENARA, MO",2013-03-13,0,60,69,45
MOM00060230,"MENARA, MO",2013-03-14,0.08,60,72,
MOM00060230,"MENARA, MO",2013-03-15,0,64,82,
MOM00060230,"MENARA, MO",2013-03-16,0,71,,49
MOM00060230,"MENARA, MO",2013-03-17,0,70,,60
MOM00060230,"MENARA, MO",2013-03-18,0,67,,56
MOM00060230,"MENARA, MO",2013-03-19,0,66,79,
MOM00060230,"MENARA, MO",2013-03-20,0.16,63,78,55
MOM00060230,"MENARA, MO",2013-03-21,0,65,81,50
MOM00060230,"MENARA, MO",2013-03-22,0,62,74,50
MOM00060230,"MENARA, MO",2013-03-23,0,56,,51
MOM00060230,"MENARA, MO",2013-03-24,0.24,59,71,46
MOM00060230,"MENARA, MO",2013-03-25,0,62,76,45
MOM00060230,"MENARA, MO",2013-03-26,,62,78,49
MOM00060230,"MENARA, MO",2013-03-27,0,61,74,50
MOM00060230,"MENARA, MO",2013-03-28,0,64,75,
MOM00060230,"MENARA, MO",2013-03-29,0,68,83,53
MOM00060230,"MENARA, MO",2013-03-30,0,70,,54
MOM00060230,"MENARA, MO",2013-03-31,0,66,83,54
MOM00060230,"MENARA, MO",2013-04-01,0,64,75,55
MOM00060230,"MENARA, MO",2013-04-02,0,64,,
MOM00060230,"MENARA, MO",2013-04-03,,60,,53
MOM00060230,"MENARA, MO",2013-04-04,0.01,59,,
MOM00060230,"MENARA, MO",2013-04-05,0.08,56,63,50
MOM00060230,"MENARA, MO",2013-04-06,0.55,57,69,44
MOM00060230,"MENARA, MO",2013-04-07,0,60,,44
MOM00060230,"MENARA, MO",2013-04-08,,67,,
MOM00060230,"MENARA, MO",2013-04-09,,63,,53
MOM00060230,"MENARA, MO",2013-04-10,,77,86,
MOM00060230,"MENARA, MO",2013-04-11,0,70,,57
MOM00060230,"MENARA, MO",2013-04-12,0,68,82,55
MOM00060230,"MENARA, MO",2013-04-13,0,69,85,55
MOM00060230,"MENARA, MO",2013-04-14,0,69,84,55
MOM00060230,"MENARA, MO",2013-04-15,0,73,92,56
MOM00060230,"MENARA, MO",2013-04-16,0,78,97,56
MOM00060230,"MENARA, MO",2013-04-17,0,84,,64
MOM00060230,"MENARA, MO",2013-04-18,0,86,100,63
MOM00060230,"MENARA, MO",2013-04-19,,82,,
MOM00060230,"MENARA, MO",2013-04-20,0,84,99,64
MOM00060230,"MENARA, MO",2013-04-21,0,83,,65
MOM00060230,"MENARA, MO",2013-04-22,0,77,93,
MOM00060230,"MENARA, MO",2013-04-23,0,69,,
MOM00060230,"MENARA, MO",2013-04-24,0,73,,55
MOM00060230,"MENARA, MO",2013-04-25,0,71,85,57
MOM00060230,"MENARA, MO",2013-04-26,0,69,83,55
MOM00060230,"MENARA, MO",2013-04-27,0,64,82,53
MOM00060230,"MENARA, MO",2013-04-28,,59,73,
MOM00060230,"MENARA, MO",2013-04-29,0,58,69,50
MOM00060230,"MENARA, MO",2013-04-30,0,61,72,
MOM00060230,"MENARA, MO",2013-05-01,0,62,,49
MOM00060230,"MENARA, MO",2013-05-02,0,65,74,48
MOM00060230,"MENARA, MO",2013-05-03,0,64,,
MOM00060230,"MENARA, MO",2013-05-04,0,68,,53
MOM00060230,"MENARA, MO",2013-05-05,0,73,88,53
MOM00060230,"MENARA, MO",2013-05-06,0,79,95,62
MOM00060230,"MENARA, MO",2013-05-07,0,83,102,62
MOM00060230,"MENARA, MO",2013-05-08,0,84,101,66
MOM00060230,"MENARA, MO",2013-05-09,0,84,,65
MOM00060230,"MENARA, MO",2013-05-10,0,84,101,
MOM00060230,"MENARA, MO",2013-05-11,0,81,,66
MOM00060230,"MENARA, MO",2013-05-12,0,81,95,67
MOM00060230,"MENARA, MO",2013-05-13,0,81,99,67
MOM00060230,"MENARA, MO",2013-05-14,0,69,89,
MOM00060230,"MENARA, MO",2013-05-15,0,65,76,
MOM00060230,"MENARA, MO",2013-05-16,0.08,59,73,
MOM00060230,"MENARA, MO",2013-05-17,0.04,61,72,52
MOM00060230,"MENARA, MO",2013-05-18,0,60,,
MOM00060230,"MENARA, MO",2013-05-19,0.04,63,,
MOM00060230,"MENARA, MO",2013-05-20,0,62,76,52
MOM00060230,"MENARA, MO",2013-05-21,0,63,72,52
MOM00060230,"MENARA, MO",2013-05-22,0,66,79,52
MOM00060230,"MENARA, MO",2013-05-23,0,71,85,57
MOM00060230,"MENARA, MO",2013-05-24,0,69,84,55
MOM00060230,"MENARA, MO",2013-05-25,0,68,83,
MOM00060230,"MENARA, MO",2013-05-26,0,66,79,54
MOM00060230,"MENARA, MO",2013-05-27,,65,77,
MOM00060230,"MENARA, MO",2013-05-28,0,65,78,51
MOM00060230,"MENARA, MO",2013-05-29,0,67,81,53
MOM00060230,"MENARA, MO",2013-05-30,0,66,,53
MOM00060230,"MENARA, MO",2013-05-31,0,68,,53
MOM00060230,"MENARA, MO",2013-06-01,0,76,92,57
MOM00060230,"MENARA, MO",2013-06-02,,81,99,62
MOM00060230,"MENARA, MO",2013-06-03,0,78,95,62
MOM00060230,"MENARA, MO",2013-06-04,0,73,89,60
MOM00060230,"MENARA, MO",2013-06-05,0,67,82,56
MOM00060230,"MENARA, MO",2013-06-06,,67,81,
MOM00060230,"MENARA, MO",2013-06-07,0,69,82,55
MOM00060230,"MENARA, MO",2013-06-08,0,69,81,56
MOM00060230,"MENARA, MO",2013-06-09,0,69,83,
